20231010 121300;4370;4370.5;4369.75;4370.5;363
20231010 121400;4370.5;4371.25;4370;4370.25;436
20231010 121500;4370.25;4371;4370;4370.5;239
20231010 121600;4370.5;4370.5;4368.5;4368.5;380
20231010 121700;4368.75;4370;4368.75;4369.25;205
20231010 121800;4369.25;4369.5;4368.5;4368.75;287
20231010 121900;4368.75;4369.25;4368;4368;291
20231010 122000;4368.25;4368.75;4367.75;4368.5;345
20231010 122100;4368.5;4370.25;4368.25;4368.75;535
20231010 122200;4368.5;4369;4368;4368;349
20231010 122300;4368;4369.75;4368;4369.5;244
20231010 122400;4369.75;4370.75;4369.25;4369.5;254
20231010 122500;4369.25;4370.25;4368.5;4369.75;665
20231010 122600;4370;4371;4369.75;4370.25;241
20231010 122700;4370.25;4370.75;4369.5;4370.5;327
20231010 122800;4370.25;4371;4370;4370;289
20231010 122900;4370;4370;4368.75;4369.5;437
20231010 123000;4369.5;4370.75;4369.5;4369.75;289
20231010 123100;4369.75;4372.5;4369.75;4372.25;1154
20231010 123200;4372;4372.25;4370.75;4371;505
20231010 123300;4371.25;4372.25;4371;4372;287
20231010 123400;4372;4372;4371.25;4371.5;243
20231010 123500;4371.25;4372;4370.75;4371.25;305
20231010 123600;4371.25;4372.75;4370.75;4371.25;425
20231010 123700;4371;4371.5;4370.5;4371;359
20231010 123800;4371.25;4371.25;4369.5;4369.75;368
20231010 123900;4369.5;4371.5;4369.25;4371.5;653
20231010 124000;4371.25;4372.25;4370.5;4372;491
20231010 124100;4372;4372;4370.5;4371.75;402
20231010 124200;4371.75;4372.5;4370.25;4370.75;549
20231010 124300;4370.75;4372;4370.5;4371.5;232
20231010 124400;4371.5;4373;4371.5;4372.25;520
20231010 124500;4372.25;4372.5;4370.25;4371.25;596
20231010 124600;4371.75;4372;4371;4371;382
20231010 124700;4371;4371.5;4370;4370.25;390
20231010 124800;4370.5;4370.5;4369.25;4369.75;631
20231010 124900;4369.75;4370.75;4369.5;4370.5;390
20231010 125000;4370.5;4371.5;4370.5;4371.5;327
20231010 125100;4371.25;4371.75;4371;4371;293
20231010 125200;4370.75;4370.75;4369.5;4370.5;418
20231010 125300;4370.5;4373.25;4370.5;4372.5;731
20231010 125400;4372.5;4373.5;4372.25;4373.25;568
20231010 125500;4373.5;4375;4373.25;4374.5;911
20231010 125600;4374.5;4375.25;4374;4374.75;569
20231010 125700;4374.75;4374.75;4373.25;4373.75;504
20231010 125800;4374;4374;4373;4373.5;391
20231010 125900;4373.5;4374;4372.75;4373.75;548
20231010 130000;4373.75;4374.5;4373.25;4374.25;440
20231010 130100;4374.25;4374.25;4371.5;4372;916
20231010 130200;4372;4372.5;4371;4371.25;816
20231010 130300;4371.25;4373.25;4371;4373;434
20231010 130400;4373;4373.75;4372;4372.5;628
20231010 130500;4372.5;4373;4372;4372;258
20231010 130600;4372;4373.5;4371.75;4373.25;396
20231010 130700;4373.5;4374;4373;4373.5;333
20231010 130800;4373.5;4374.5;4373;4373.5;448
20231010 130900;4373.5;4373.75;4372.25;4372.5;361
20231010 131000;4372.5;4372.75;4372;4372.75;435
20231010 131100;4372.75;4374;4372.5;4373;371
